@RELATION fitness

@ATTRIBUTE attribute_predictions STRING
@ATTRIBUTE objectsFound STRING
@ATTRIBUTE class {fitness}

@DATA
"no horizon, enclosed area, man-made, indoor lighting, competing, vertical components, cloth, glossy, metal","locker_room",fitness
"no horizon, cloth, man-made, enclosed area, competing, sports, working, indoor lighting, exercise","?",fitness
"no horizon, man-made, enclosed area, indoor lighting, working, cloth, natural light, scary, open area","?",fitness
"no horizon, man-made, natural light, cloth, open area, enclosed area, warm, competing, working","beauty_salon",fitness
"no horizon, man-made, enclosed area, indoor lighting, cloth, working, competing, stressful, spectating","discotheque",fitness
"no horizon, man-made, aged, natural light, enclosed area, rock, brick, vertical components, dry","?",fitness
"man-made, no horizon, natural light, open area, touring, cloth, sunny, warm, diving","water_park",fitness
"man-made, no horizon, cloth, natural light, open area, enclosed area, competing, spectating, sports","arena/performance",fitness
"no horizon, man-made, enclosed area, cloth, cold, natural light, snow, competing, sports","?",fitness
"no horizon, enclosed area, cloth, man-made, indoor lighting, socializing, working, competing, congregating","beauty_salon",fitness
"man-made, no horizon, natural light, cloth, open area, vertical components, sunny, enclosed area, competing","?",fitness
"man-made, no horizon, cloth, enclosed area, natural light, metal, working, competing, vertical components","?",fitness
"no horizon, enclosed area, man-made, indoor lighting, competing, cloth, sports, working, exercise","martial_arts_gym, boxing_ring",fitness
"man-made, no horizon, enclosed area, natural light, cloth, metal, glass, working, competing","gymnasium/indoor",fitness
"no horizon, man-made, cloth, enclosed area, natural light, indoor lighting, dry, warm, competing","?",fitness
"natural light, open area, sunny, man-made, cloth, far-away horizon, sports, competing, clouds","baseball_field, stadium/baseball",fitness
"no horizon, man-made, enclosed area, cloth, indoor lighting, working, warm, natural light, aged","?",fitness
"no horizon, man-made, enclosed area, cloth, dry, indoor lighting, warm, open area, competing","?",fitness
"cloth, no horizon, man-made, enclosed area, competing, working, natural light, warm, sports","locker_room",fitness
"no horizon, man-made, cloth, enclosed area, plastic, natural light, shopping, cluttered space, indoor lighting","toyshop",fitness
"no horizon, man-made, cloth, enclosed area, indoor lighting, natural light, open area, shopping, waiting in line","beauty_salon",fitness
"man-made, no horizon, enclosed area, indoor lighting, cloth, natural light, working, competing, open area","booth/indoor",fitness
"no horizon, man-made, enclosed area, indoor lighting, glossy, metal, working, cloth, competing","?",fitness
"no horizon, man-made, enclosed area, indoor lighting, glossy, competing, metal, sports, working","?",fitness
"man-made, no horizon, enclosed area, working, natural light, cloth, open area, paper, stressful","?",fitness
"no horizon, cloth, enclosed area, man-made, warm, wood, socializing, dry, eating","beauty_salon",fitness
"no horizon, man-made, enclosed area, natural light, indoor lighting, plastic, open area, working, shopping","?",fitness
"no horizon, man-made, cloth, enclosed area, natural light, working, warm, open area, indoor lighting","?",fitness
"no horizon, cloth, natural light, man-made, enclosed area, open area, grass, vegetation, warm","beauty_salon",fitness
"man-made, no horizon, natural light, open area, cloth, plastic, touring, enclosed area, sunny","childs_room",fitness
"no horizon, cloth, man-made, enclosed area, congregating, socializing, competing, stressful, working","?",fitness
"man-made, no horizon, enclosed area, natural light, open area, metal, wood, cloth, dry","?",fitness
"open area, man-made, natural light, far-away horizon, clouds, sunny, indoor lighting, natural, transporting","?",fitness
"man-made, no horizon, natural light, cloth, open area, enclosed area, working, plastic, sunny","?",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, socializing, glossy, congregating, working","?",fitness
"no horizon, cloth, man-made, enclosed area, indoor lighting, natural light, socializing, open area, competing","beauty_salon",fitness
"no horizon, man-made, enclosed area, indoor lighting, cloth, working, socializing, open area, congregating","beauty_salon",fitness
"no horizon, man-made, cloth, enclosed area, natural light, working, indoor lighting, stressful, dry","?",fitness
"no horizon, man-made, cloth, competing, enclosed area, sports, spectating, indoor lighting, congregating","arena/performance",fitness
"no horizon, man-made, enclosed area, indoor lighting, wood, cloth, competing, glossy, congregating","?",fitness
"no horizon, man-made, open area, indoor lighting, natural light, cloth, competing, enclosed area, sports","?",fitness
"man-made, no horizon, natural light, plastic, enclosed area, touring, open area, cloth, shopping","toyshop",fitness
"no horizon, man-made, natural light, enclosed area, open area, plastic, touring, sunny, warm","?",fitness
"no horizon, man-made, enclosed area, competing, indoor lighting, metal, cloth, exercise, asphalt","gymnasium/indoor, boxing_ring",fitness
"no horizon, man-made, natural light, enclosed area, cloth, wood, open area, working, warm","?",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, working, stressful, competing, matte","?",fitness
"no horizon, enclosed area, man-made, cloth, working, competing, indoor lighting, metal, exercise","gymnasium/indoor",fitness
"man-made, no horizon, enclosed area, cloth, working, metal, indoor lighting, natural light, glossy","gymnasium/indoor",fitness
"man-made, no horizon, natural light, cloth, open area, enclosed area, sunny, competing, warm","?",fitness
"enclosed area, no horizon, man-made, working, cloth, metal, indoor lighting, using tools, stressful","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, competing, metal, exercise, working","jail_cell",fitness
"man-made, no horizon, enclosed area, metal, cloth, working, natural light, using tools, indoor lighting","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, working, metal, using tools, competing","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, competing, grass, playing, sports, exercise, natural light","recreation_room",fitness
"no horizon, enclosed area, man-made, metal, working, indoor lighting, glossy, cloth, exercise","gymnasium/indoor",fitness
"man-made, no horizon, enclosed area, cloth, working, congregating, glossy, metal, indoor lighting","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, working, metal, glossy, plastic","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, natural light, warm, competing, wood, glossy","?",fitness
"no horizon, enclosed area, man-made, cloth, competing, indoor lighting, metal, glossy, sports","boxing_ring, martial_arts_gym",fitness
"man-made, no horizon, enclosed area, brick, natural light, glass, metal, vertical components, wood","?",fitness
"no horizon, man-made, enclosed area, cloth, working, indoor lighting, metal, stressful, competing","gymnasium/indoor, beauty_salon",fitness
"no horizon, enclosed area, cloth, man-made, working, indoor lighting, metal, stressful, using tools","gymnasium/indoor",fitness
"no horizon, enclosed area, cloth, man-made, indoor lighting, competing, sports, exercise, stressful","?",fitness
"man-made, natural light, open area, sunny, no horizon, cloth, clouds, warm, dry","?",fitness
"no horizon, enclosed area, man-made, working, metal, cloth, using tools, indoor lighting, glass","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, competing, sports, exercise, natural light, indoor lighting","?",fitness
"no horizon, man-made, enclosed area, wood, cloth, natural light, reading, glass, horizontal components","sauna",fitness
"no horizon, man-made, enclosed area, cloth, natural light, working, metal, competing, plastic","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, wood, natural light, competing, warm, dry","?",fitness
"no horizon, enclosed area, man-made, cloth, working, competing, indoor lighting, exercise, sports","gymnasium/indoor",fitness
"man-made, no horizon, natural light, open area, cloth, competing, sports, sunny, grass","martial_arts_gym",fitness
"enclosed area, no horizon, man-made, cloth, indoor lighting, working, metal, competing, stressful","jail_cell",fitness
"man-made, no horizon, natural light, open area, cloth, competing, sunny, sports, enclosed area","martial_arts_gym",fitness
"man-made, no horizon, natural light, wood, enclosed area, vertical components, metal, railing, open area","jail_cell",fitness
"man-made, no horizon, enclosed area, working, metal, cloth, natural light, indoor lighting, glossy","gas_station",fitness
"man-made, enclosed area, no horizon, metal, glossy, cloth, indoor lighting, working, matte","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, metal, cloth, glossy, working, indoor lighting, using tools","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, natural light, cloth, plastic, open area, cold, snow","childs_room",fitness
"no horizon, man-made, enclosed area, metal, cloth, vertical components, competing, indoor lighting, working","jail_cell",fitness
"man-made, natural light, open area, no horizon, competing, sports, exercise, grass, trees","volleyball_court/outdoor, kennel/outdoor",fitness
"no horizon, enclosed area, man-made, cloth, metal, indoor lighting, working, competing, using tools","boxing_ring",fitness
"enclosed area, no horizon, man-made, indoor lighting, cloth, competing, glossy, exercise, sports","gymnasium/indoor",fitness
"man-made, no horizon, natural light, cloth, competing, enclosed area, sports, open area, exercise","martial_arts_gym",fitness
"no horizon, man-made, enclosed area, cloth, metal, working, competing, using tools, natural light","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, metal, indoor lighting, working, wood, competing","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, working, competing, glossy, stressful","martial_arts_gym",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, warm, dry, natural light, glossy","beauty_salon",fitness
"man-made, no horizon, cloth, natural light, enclosed area, competing, open area, working, sports","?",fitness
"no horizon, man-made, enclosed area, indoor lighting, spectating, natural light, congregating, metal, glossy","?",fitness
